c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment
165|Customer#000000165|TBOUGwpEvpOmDL5cVXQAgRneWgtEoW|0|10-927-209-5601|3349.92|HOUSEHOLD|refully special frets alongside of the carefully final instructio
166|Customer#000000166|,Vj4kzvCbTUmhLNSVjuyf8716NF5SddgDMY|10|20-320-530-5920|2042.21|FURNITURE|osits. regular, express deposits hang closely blithely regular platelets. unusual theodolites haggle fluf
167|Customer#000000167|bdOYMdF9isgUHByKvKnxqSUUxpi6bId3|5|15-288-395-5501|1468.09|AUTOMOBILE|pecial pinto beans are blithely slyly regular realms. slyly special depe
168|Customer#000000168|lnOfVB6SUbT0CQ7w5pofnUQzeT FuBn0YZZysI6|12|22-354-984-5361|-808.56|FURNITURE|he daring, regular packages. slowly final deposits among the close, bold theodolites cajole caref
169|Customer#000000169|eHJEjRTu OIm|18|28-362-499-3728|4483.83|FURNITURE|lithely bold accounts sleep regular, bold ideas. quickly blithe theodolites detect alongside of the qu
170|Customer#000000170|WaEuE3xPdJEUjqKgv7wBKMweXdEB17lze|15|25-879-984-9818|7687.89|BUILDING|ites. quickly ironic platelets wa
171|Customer#000000171|aiJHhp yJSSm6Tua8wd|7|17-513-603-7451|2379.91|MACHINERY|c accounts. blithely pending courts according to the furiously express deposits wake slyly bl
172|Customer#000000172|hvKNg7fZkY5QOzeelV,t4|22|32-178-964-1847|1134.40|MACHINERY|y final asymptotes detect quickly acro
173|Customer#000000173|rxMTg6s0lIE8jBCxr5GVNN0v8bYp98JCh,|9|19-443-196-8008|845.84|BUILDING|p carefully. accounts boost along the ideas; furiously regular deposits wake. f
174|Customer#000000174|aVrLoce8Mn4y6BBWqu|23|33-845-455-8799|1944.73|FURNITURE|ounts. final ideas are ironically. slyly bold excuses around the blithely regular theodolites haggle
175|Customer#000000175|T2gZ1u7AC2Yve4DnuFWIzbeffURXkBn1PU7|10|20-427-617-9922|1975.35|FURNITURE|unts are slyly final foxes. always p
176|Customer#000000176|SJpMB3YxsSTjFoA8CcfKN6TT,ySZlMg|13|23-432-942-8830|-375.76|FURNITURE|ress, ironic deposits are against the slyly ironic pack
177|Customer#000000177|Vvsmgct1mROEpoh2SMTuULIIg1G|1|11-917-786-9955|7457.50|BUILDING|arefully quickly final sauternes. even accounts m
178|Customer#000000178|Crj68oKSoKRDWlHTn wOOsWKIXN8A50RTDr0RK|21|31-436-268-6327|2272.50|FURNITURE|against the blithely ironic foxes. slyly special packages boost slyly final accounts. bold, special instructions b
179|Customer#000000179|OHMsXp4K,DEoIxU0Izl|4|14-703-953-2987|-43.08|MACHINERY|quickly carefully bold deposits. ironic, unusual pinto bea
180|Customer#000000180|o8k4XalC2hnrCB5w02XvlokOd7f1I|13|23-678-802-2105|-92.58|FURNITURE|ts detect according to the blithely regula
181|Customer#000000181|3dwI4Or4 9H1w8v,cuiMwpA|9|19-653-305-8440|3929.96|FURNITURE|ans unwind slyly against the dinos. 
182|Customer#000000182|zNvwKNBkXZVoo7jzeQlSb|3|13-199-211-9023|4810.22|AUTOMOBILE|ully enticing accounts are slyly. furiously final packages cajole. furiously unusual courts boost slyly. foxes
183|Customer#000000183|ReqpYb8PSrTUequ|22|32-771-279-8154|4419.89|HOUSEHOLD|final dugouts across the bold
184|Customer#000000184|yCcBpy9 WYMZ4iAE52qJvPqqRQGgUj7kBcy|21|31-739-340-5476|170.46|AUTOMOBILE|nding ideas. special packages haggle carefully ironic pinto beans. furio
185|Customer#000000185|Jj3saLIMDcb|5|15-760-572-8760|2788.76|BUILDING|endencies. special requests print carefully. slyly even packages cajole blithely bold depos
186|Customer#000000186|qM5 UfsQCPqmd39qoSBEdEGptfhi|3|13-518-743-2576|8737.50|HOUSEHOLD|ly even sentiments cajole among the fluffily final excuses. carefully pending accounts beside the bold fo
187|Customer#000000187|diFK9VCi936VKUXBV2kxOoH9nTGBCNZB|4|14-716-294-6674|-774.22|FURNITURE|ss theodolites impress blithely throughout the slyly unusual deposits. p
188|Customer#000000188|WS8 zVKmmCoX1LvL3neZdQt9IR82UgS2zwM5v5|5|15-613-528-7811|9533.37|BUILDING|. blithely regular dolphins until
189|Customer#000000189|AVZj8Br9KSwaKlZppLkZ6PtMXlg|22|32-980-348-1114|-594.05|MACHINERY|o beans are quickly slyly express theodolite
190|Customer#000000190|mY30kK8AfsTGrx,L4zI   QlQnnmCUxikyc8QcZ7|11|21-730-373-8193|1657.46|AUTOMOBILE|y even packages engage furiously pending p
191|Customer#000000191|cZMo3 b4GwZtUmdbw|16|26-811-707-6869|2945.16|BUILDING|daringly quickly ironic foxes. care
192|Customer#000000192|AnEpYPRNZpiartUaRH7uTU2iTUn|10|20-750-712-2481|8239.96|MACHINERY|luffily special packages boost car
193|Customer#000000193|O67WNzzb71V1BG4gO0gkioj2UinhKbmjW|23|33-182-978-6287|8024.55|MACHINERY|press, express instructions dazzle blithely ironic requests. blithely expre
194|Customer#000000194|FGzgJO4xaZCHPOWuLLjBT 9EfdeOh|16|26-597-636-3003|6696.49|HOUSEHOLD|e quickly. fluffily regular requests sleep instead of the furiously regular dependencies. furiously bold theo
195|Customer#000000195|5IAanTJzOthMGHeP8pqTr3r,qQuwp5|22|32-757-684-6845|4873.91|AUTOMOBILE|. furiously pending deposits dazzle above the bold, regular instructi
196|Customer#000000196|VS9zyeCUQYq|18|28-135-177-2472|7760.33|FURNITURE|ven instructions sleep. final instructions along the u
197|Customer#000000197|7M5Az MBdx4Ey1XTn|1|11-107-312-6585|9860.22|AUTOMOBILE|latelets doze fluffily blithely final dep
198|Customer#000000198|1TLO1ki6D0M6QayhS60aT|1|11-237-758-6141|3824.76|AUTOMOBILE|ess requests. blithely ironic
199|Customer#000000199|Gp6XuGF0QTNR72EYr6tHobo5exDjgBB0Rj4,3|4|14-136-924-5232|7654.31|FURNITURE|egrate furiously along the carefully special pinto beans. packages sublate furiously. brave acco
200|Customer#000000200|vZrjVPUUn6LjYBKe7hJvVM1gKAqs|16|26-472-302-4189|9967.60|BUILDING|ronic asymptotes. idly silent theodolites cajole carefully final tithes. even deposits are idly. ru
201|Customer#000000201|u4fyEOVxztIzowtgZahzqC o|2|12-759-183-9859|4614.40|MACHINERY|uriously unusual pinto beans. instructions sleep a
202|Customer#000000202|b,xhZM oPIStwx|7|17-905-805-4635|2237.64|AUTOMOBILE| ironic, regular accounts. dinos about the furiously final dependencies use blithely against the blithel
203|Customer#000000203|ZL9FxQJrF4aIDoz,DIEqoND|1|11-886-563-6149|7960.63|MACHINERY|ts; pending, final instructions nag. special, even de
204|Customer#000000204|U6TxYh tlb|6|16-761-837-4820|-627.76|BUILDING|eep carefully across the excuses. packages use quickly after the carefully pending deposits. blithely reg
205|Customer#000000205|Ic7aplPrDJMpexX1fidUZ4CKfopc,v|12|22-356-437-1311|7161.52|BUILDING|ully careful pinto beans according to the unusual, even accounts cajole across t
206|Customer#000000206|vzK0MK9j8VdgAtpaV2yCcESEtt|9|19-976-832-3312|-274.79|AUTOMOBILE|tterns sleep blithely bold ideas. blithely regular foxes snooze fluffily furiously final or
207|Customer#000000207|NvsVheDuhbFbk2|21|31-562-675-6475|-439.98|AUTOMOBILE|ecial requests. blithely regular deposits nag. regular theodolites nag fluffil
208|Customer#000000208|rPtMZfvOdL3,gcUuAw04wM|19|29-859-139-6234|6239.89|MACHINERY|ing to the regular accounts. packages maintain enticingly after the quickly final instructions. fluffily fina
209|Customer#000000209|JpwEud15XA4e2a4Y4WcCU2lJN6|16|26-207-121-7721|8873.46|FURNITURE|accounts wake slyly. pinto beans sleep about the quickly unusual instructions. special instructions use furiously. c
210|Customer#000000210|,XOlfSzkZDAkm96adR41j,|20|30-876-248-9750|7250.14|HOUSEHOLD|es cajole bravely across the blithely
211|Customer#000000211|79JF5cssWlB3ME|13|23-965-335-9471|4198.72|BUILDING|unusual requests haggle after the unusual, ironic ideas. ironic orbits hinder carefully quickly final p
212|Customer#000000212|,R6,I2XkynO zD|7|17-382-405-4333|957.58|BUILDING|ly ironic instructions despite the slyly regular pinto beans
213|Customer#000000213|eBAe2qJpO4HSEDmzQ|24|34-768-700-9764|9987.71|HOUSEHOLD|aring accounts. final asymptotes along the carefully special deposits cajole doggedly slowly 
214|Customer#000000214|fBovJPf POjeTqMh8Ry9f,RPt|8|18-180-678-6165|1526.59|MACHINERY|inal platelets sleep blithely after the slyly final accounts. furiously ironic instru
215|Customer#000000215|TjTUuQpJNMsj2T,q 2AknlE5b4AFESCKHHuK|9|19-564-446-4758|3379.20|FURNITURE|platelets x-ray blithely regular depo
216|Customer#000000216|g3jTv9wWiUlkU7qHfctfPeJVVSQS2|21|31-296-111-5448|-776.08|FURNITURE| express requests wake furiously fina
217|Customer#000000217|3it,VaeNyJA3ANLEdgxN|23|33-159-298-3849|378.33|AUTOMOBILE|ickly. requests nag quickly against the pe
218|Customer#000000218|s5ZlojM8zMytdk2Mj8r9v,0zOXizpLaM5|4|14-480-931-8567|9541.19|MACHINERY|usual accounts boost fluffily furiously regular foxes. carefully even accounts use quickly.
219|Customer#000000219|N7HIf0,MtChIqMY5aCsXnBbKYGw8fMdxY3Ywtug|11|21-159-138-6090|9858.57|AUTOMOBILE| carefully pending instructions
220|Customer#000000220|8P6j5KGyys|16|26-201-301-7371|9131.64|BUILDING|thely even dolphins with the pack
221|Customer#000000221|AIBdtubcMvLSqQJE1Fze|16|26-351-738-1001|1609.39|BUILDING| silent deposits. carefully regular packages alongside of the carefully 
222|Customer#000000222|LqbGlIvu3Z2ArY2BUrliMfNhWu6cyWrFTnf,Scx|1|11-722-672-5418|8893.76|BUILDING|le instructions detect carefully silent reques
223|Customer#000000223|MyQxUcG0P QCetmG00GlF|20|30-193-643-1517|7476.20|BUILDING|xcuses. silent theodolites across the carefully bold excuses sleep ironic, final courts. regular excuses
224|Customer#000000224|XyohwMX,4QLkLQOBOqAEMoByxZOPe5PHYeT3,4|15|25-224-867-3668|8465.15|BUILDING| ideas haggle against the furiously ironic packages. ironic pinto beans boost carefully pending ins
225|Customer#000000225|ZjlGZn,LEA |13|23-979-183-7021|8893.20|AUTOMOBILE|ccounts against the bold deposits kindle slyly among the furiously even epitaphs. regular pinto bean
226|Customer#000000226|8CmEAqR,Les7GfAumK3SfhS7SeGg|3|13-452-318-7709|9008.61|AUTOMOBILE| beans nag above the carefully regular pinto beans. special, stealthy accounts breach slyly furio
227|Customer#000000227|UvFBmqzvy3qbdcnr8Ko6zSc1a|13|23-951-816-2439|1808.23|MACHINERY|gular pinto beans haggle blithely above the accounts. blithely final excuses nag qu
228|Customer#000000228|rZ1wxvHNByT71bUJWZjXMDROzlAch6FVu,dj8Zfq|20|30-435-915-1603|6868.12|FURNITURE|es. blithely permanent sentim
229|Customer#000000229|9PwHuLEvtWyUgzZmjTFuDTyCeFM6VNl|1|11-243-298-4029|7568.07|BUILDING|st furiously among the quickly ironic waters. quickly ironic d
230|Customer#000000230|pD9SuzXe2Ajn,yIkv2J|21|31-744-950-8047|1682.83|MACHINERY|platelets. slyly final packages to the packages eat furi
231|Customer#000000231|5lcJkS1RCJaNztx3Dbwp9w|10|20-825-880-1065|283.55|BUILDING|rly accounts. frays boost; furiously regular deposits wake about the slyly bold patterns. special
232|Customer#000000232|DqRC0Y2c3xZ sgceNN0OvBAol46wVGyup2gC|22|32-283-563-2674|554.71|HOUSEHOLD|p; asymptotes wake about the ironically regular warthogs. pending accounts hinder about the carefully
233|Customer#000000233|FlEWVw1T 5X5iPmnZlW|3|13-574-104-3221|3998.24|FURNITURE|even deposits eat. furiously even packages use slyly according to t
234|Customer#000000234|jftxhQIu5EAdm5u Lacemuptt9z|18|28-243-424-1393|8383.51|AUTOMOBILE|platelets sleep carefully spec
235|Customer#000000235|QB, iqeJWLfNaDjqEeDp|3|13-350-790-6416|754.41|AUTOMOBILE|, even dependencies according to
236|Customer#000000236|HO40Ef, Ji yqO5RCFZ0Vn5G8slbgFK2|14|24-808-967-4503|5384.59|AUTOMOBILE|ily special instructions. deposits use carefully. unusual, permanent accounts about the carefully iron
237|Customer#000000237|arNysEpVCOcbC|19|29-414-970-5238|-160.02|HOUSEHOLD|. ironic accounts boost blithely even foxes. regular, regular pains at the bold accounts sleep furiously carefully 
238|Customer#000000238|zm,F5hgXysWqkYrkQFY3kvmWSWKVe3U|16|26-307-925-1236|3482.32|HOUSEHOLD| ironic, unusual dolphins cajole blithely slyly pending foxes. blithely final deposits boost slyly. slyly regul
239|Customer#000000239|wSM9EfcE67I5cGxPPLOkoJYqApIu7cp|9|19-699-117-6988|5398.77|FURNITURE|lithely ironic instructions. idle accounts are blithely-- evenly final pinto beans hagg
240|Customer#000000240|93LMmdv91z4q y2YoV64B3KfOipqeERtDQ7izS|9|19-756-548-7835|7139.68|MACHINERY| special accounts. quickly ironic req
241|Customer#000000241|mpxvjHb9WV0cwD1EqMsORMeQ81J3XiMNG|9|19-344-614-2207|6569.34|AUTOMOBILE|rnes after the fluffily regular depths are slyly a
242|Customer#000000242|RBKsgYj4qHhjlyMiZU7KYcm95JMzApQu|3|13-324-350-3564|1975.41|MACHINERY|even packages. blithely unusual patterns cajole fluffily; regular packages abo
243|Customer#000000243|zMYlcESuhsiID1O|7|17-297-684-7972|620.73|AUTOMOBILE|ep quickly foxes. fluffily ironic ideas about the regular re
244|Customer#000000244|mp5PoCm5QlRbSgCLAacY6x3M5v|15|25-621-225-8173|2506.38|HOUSEHOLD|egrate slyly along the blithely final requests. regular de
245|Customer#000000245|jzMlidTH7kc7sqN2bCcY4W53WTjt|12|22-952-232-2729|3720.15|MACHINERY|elets? regular theodolites acr
246|Customer#000000246|5 9690OzUIuBECBwvRtRz,dhpaPGMTTAhE|15|25-608-618-2590|9584.96|AUTOMOBILE|l requests haggle around the pending instructions. regular, dog
247|Customer#000000247|eSAW4XaakYFj2WToKU|20|30-151-905-3513|8495.92|HOUSEHOLD|tes nag according to the blithe, even packages. sometimes unusual packages integrate
248|Customer#000000248|FK7ZVASQzfuQmn|10|20-447-727-8914|8908.35|FURNITURE|out the blithely express instructions. furiously unusual deposits sleep. quickly even re
249|Customer#000000249|04mYLK3THYyIwQjq lx9GZdChEQ78ib7|3|13-226-455-7727|-234.01|MACHINERY|ests wake fluffily even packages. blithely unusual patterns cajole fluffily
250|Customer#000000250|SJILXuILUsTvSB4TSlTVWb6Txt|16|26-464-852-1461|2869.97|FURNITURE| asymptotes wake after the bold, silent requests. fluffy pinto 
251|Customer#000000251|2RLNaFw,ToYGrJuwyRDOKJxaIBoWvCvSVzMTm4Tf|13|23-975-623-5949|9585.32|HOUSEHOLD|cing accounts. furiously final packages cajole. busily final theodolites sleep alongside of the carefully i
252|Customer#000000252|OPZPbmlru6Hh2swnXOpyB2MnDZrx|16|26-330-347-9201|3561.74|FURNITURE|yly silent accounts might are slyly above the quickly ironic excuses. quickly unu
253|Customer#000000253|EQktiablbjsm|15|25-461-140-9884|9139.52|AUTOMOBILE|oach according to the silent packages. blithely even ideas haggle slyly blith
254|Customer#000000254|xa0BmteaQlLhsgW8hYMq|1|11-451-622-6325|1915.35|MACHINERY|pending theodolites cajole slyly ironic deposits; slyly
255|Customer#000000255|jS4sR hp17Emlk,TFJOPM71AX9|3|13-924-679-8287|3196.07|BUILDING|after the blithely bold dolphins sleep around the fina
256|Customer#000000256|NhUqKL2JS,iems1ev2gWpioYLG7|10|20-229-271-4429|1299.92|HOUSEHOLD|ously fluffily regular packages. requests are. requests are slyly. packages sleep. silent, final theodolites wake
257|Customer#000000257|gtiQYVm32Q96|7|17-816-687-2155|-339.85|AUTOMOBILE|xes haggle. furiously pending pearls against the blithely regular packa
258|Customer#000000258|U5PqnNGSA2Nsa2Czud6EEdi|12|22-278-425-9944|6022.27|MACHINERY|regular requests integrate fluffily after the carefully special accounts. fluffily regular deposits eat slyl
259|Customer#000000259|HvJRITU4HZ2AZWDw7NJuRBiGfni|5|15-907-674-2046|3335.29|HOUSEHOLD|s doubt above the unusual deposit
260|Customer#000000260|p j2YtuWwDN W|1|11-708-529-9446|9196.11|MACHINERY|slyly. requests along the regular excuses sleep before the slyly regular accounts. requests bel
261|Customer#000000261|O3G5ITAQJHc|12|22-494-898-7855|7094.22|AUTOMOBILE|ously silent asymptotes. express, fluffy accounts wake. q
262|Customer#000000262|oO6cqmpuexTCkgwjAPnuUuKM1|4|14-698-169-5201|1561.80|AUTOMOBILE|egular packages sleep slyly. quickly even deposits across the dolphins boost along the carefully e
263|Customer#000000263|3YBuMl4G7tRA0,9psiP1Y|1|11-276-906-3193|1162.03|FURNITURE|nal asymptotes haggle quickly bold foxes. ironic p
264|Customer#000000264|ZWqGIvPWJAC9n|11|21-881-683-3829|3195.83|MACHINERY|egular dependencies wake reques
265|Customer#000000265| yJIACHUobrgPnTqp8sRyF9xlSN0MPMQI7O|17|27-716-734-2046|8275.80|MACHINERY|the fluffily regular requests engage
266|Customer#000000266|68im yIeNnxHnQ7buGxgV,2vXrkuc|0|10-474-243-3974|5481.00|HOUSEHOLD|etly ironic ideas serve carefully regular, even instructions. express accounts hagg
267|Customer#000000267|NFTrP3sHZ69BU7VJXgBL2WXHgNKPNc1hNUR|15|25-402-954-8909|3166.94|AUTOMOBILE|platelets believe. quickly final platelets print doggedly furiously final platelets. quickly special
268|Customer#000000268|zG8faDcBLcRU,ZIzQN,VnOd,6FJH13Otg9O0A|3|13-720-469-5207|6821.01|MACHINERY|y pending foxes was furiously carefully regular pinto beans. carefull
269|Customer#000000269|iTGflSIbcarrTo5wqEa9CvL1bohYAV9MxY5IZKJ|14|24-570-874-6232|7667.35|MACHINERY|slyly express dolphins. requests sleep slyly above the special p
270|Customer#000000270|1 Nj5wdg3grK9m6|7|17-241-806-3530|9192.50|AUTOMOBILE|lites can sleep across the pending pinto beans. slyly unusual pla
271|Customer#000000271|d0jOM6Xr3mUT2u|6|16-621-282-5689|1490.35|MACHINERY| beans. ironic ideas are blithely a
272|Customer#000000272|s2nHgCH3mM0rU nn|2|12-324-877-9650|-746.03|MACHINERY|express accounts along the carefull
273|Customer#000000273| cq0QGJqvZIxq HafcN|2|12-197-772-5736|-675.05|FURNITURE|g requests are blithely. furiously special instructions sleep carefully carefully
274|Customer#000000274|RNMz3wdxEDcAzgK mZK DmqvNhdK1|19|29-330-389-1442|4425.42|FURNITURE|r deposits. theodolites doubt. ironic, sil
275|Customer#000000275|fZ6o7h 1fcL8t |22|32-194-864-6861|5067.31|AUTOMOBILE|he thin, ironic accounts doze among the pinto beans! final esc
276|Customer#000000276|J84um8megMWOl|16|26-716-357-3851|2292.67|AUTOMOBILE|depths haggle carefully blithely eve
277|Customer#000000277|q4kzaNwjG,qL9h5Y99prnFlO|23|33-696-831-5394|8876.10|BUILDING|ly final requests wake carefully! quickly pending ex
278|Customer#000000278|XHAfHlrYQM3elmhJ|20|30-445-570-5841|7621.56|BUILDING|ely unusual accounts. stealthily special instructions affix blithely. regular, ironic packages sleep even platelet
279|Customer#000000279|SyY4C,HgZ73DnkKVcn8elLZ4RK97XlY5gVsvhco|9|19-220-605-9025|9663.23|AUTOMOBILE|ep carefully slyly ironic deposits. special accounts sleep carefully. express requests sleep furiously
280|Customer#000000280|YLnIkFdUWmE,MI|11|21-537-461-3965|3952.84|BUILDING|yly quickly ruthless accounts. unusual deposits solve furiously across the requests. carefull
281|Customer#000000281|vVKhSjkEYlDRhIKz|6|16-809-382-6446|4361.70|BUILDING|sts sleep carefully. even, final sauternes among the gifts haggle fluffily
282|Customer#000000282|wOoO0stZRRVnDcvE3xZI|18|28-251-599-2415|1125.45|HOUSEHOLD|s wake carefully idle, regular packag
283|Customer#000000283|Itzjny7g6g3mHNpKyirfB7yy7CrTIYHwuZrdXq|7|17-111-303-1282|4450.03|AUTOMOBILE|ove the packages are furiously slyly final packages. requests across the foxes use fluffily bold instru
284|Customer#000000284|Z1KqGRpKPURIKc9MiL6NYGjPbJWY|6|16-161-235-2690|593.52|AUTOMOBILE| express decoys. furiously even foxes cajole slyly regular, ironic reque
285|Customer#000000285|rB6fTQKle64k3MvCCatad8DfMgR5OZA G4r|20|30-235-130-1313|7276.72|FURNITURE| slyly according to the blithely special instructions. ironic ideas against the blithely furious pac
